date,rate,rate_interpolated,log_rate,diff,Wt
2020-09-28,3.593,3.593,1.2789875081313817,0.0002783576914284769,0.0001705827258969978
2020-09-29,3.597,3.597,1.2801001647134869,0.0011126565821051315,0.0010048816165736524
2020-09-30,3.599,3.599,1.2806560290968938,0.0005558643834069343,0.00044808941787545525
2020-10-01,3.607,3.607,1.282876401921402,0.0022203728245082655,0.0021125978589767863
2020-10-02,3.62,3.62,1.2864740258376797,0.0035976239162776036,0.0034898489507461244
2020-10-05,3.612,3.612,1.284261635554739,-0.002212390282940735,-0.002320165248472214
2020-10-06,3.586,3.586,1.2770373751829411,-0.007224260371797797,-0.007332035337329276
2020-10-07,3.581,3.581,1.2756420910162956,-0.0013952841666455829,-0.001503059132177062
2020-10-08,3.58,3.58,1.275362800412609,-0.0002792906036865883,-0.0003870655692180674
2020-10-09,3.572,3.572,1.2731256630142527,-0.0022371373983562926,-0.0023449123638877717
2020-10-12,3.587,3.587,1.2773161985501456,0.004190535535892881,0.004082760570361402
2020-10-13,3.596,3.596,1.279822116609374,0.002505918059228396,0.0023981430936969167
2020-10-14,3.59,3.59,1.2781522025001875,-0.0016699141091864877,-0.0017776890747179669
2020-10-15,3.59,3.59,1.2781522025001875,0.0,-0.00010777496553147908
2020-10-16,3.581,3.581,1.2756420910162956,-0.002510111483891908,-0.0026178864494233872
2020-10-19,3.59,3.59,1.2781522025001875,0.002510111483891908,0.002402336518360429
2020-10-20,3.59,3.59,1.2781522025001875,0.0,-0.00010777496553147908
2020-10-21,3.599,3.599,1.2806560290968938,0.0025038265967063378,0.0023960516311748586
2020-10-22,3.606,3.606,1.2825991247811255,0.0019430956842316771,0.001835320718700198
2020-10-23,3.606,3.606,1.2825991247811255,0.0,-0.00010777496553147908
2020-10-26,3.606,3.606,1.2825991247811255,0.0,-0.00010777496553147908
2020-10-27,3.609,3.609,1.2834307256606514,0.00083160087952594,0.0007238259139944608
2020-10-28,3.615,3.615,1.285091855610728,0.001661129950076612,0.0015533549845451328
2020-10-29,3.613,3.613,1.2845384521655032,-0.0005534034452248093,-0.0006611784107562885
2020-10-30,3.615,3.615,1.285091855610728,0.0005534034452248093,0.00044562847969333025
2020-11-02,3.617,3.617,1.285644952969961,0.0005530973592329236,0.0004453223937014445
2020-11-03,3.608,3.608,1.2831536022003773,-0.0024913507695836223,-0.0025991257351151015
2020-11-04,3.6,3.6,1.2809338454620642,-0.0022197567383130945,-0.0023275317038445736
2020-11-05,3.594,3.594,1.2792657883613672,-0.0016680571006970624,-0.0017758320662285415
2020-11-06,3.601,3.601,1.2812115846667382,0.0019457963053710614,0.0018380213398395823
2020-11-09,3.59,3.59,1.2781522025001875,-0.0030593821665507726,-0.0031671571320822517
2020-11-10,3.624,3.624,1.287578388180733,0.00942618568054554,0.009318410715014061
2020-11-11,3.626,3.626,1.2881301123326592,0.0005517241519261695,0.00044394918639469044
2020-11-12,3.636,3.636,1.2908841763152323,0.0027540639825731628,0.0026462890170416836
2020-11-13,3.646,3.646,1.2936306762564713,0.002746499941238989,0.00263872497570751
2020-11-16,3.662,3.662,1.2980094462523188,0.00437876999584752,0.004270995030316041
2020-11-17,3.632,3.632,1.2897834607390468,-0.008225985513272027,-0.008333760478803506
2020-11-18,3.582,3.582,1.27592130363852,-0.01386215710052685,-0.01396993206605833
2020-11-19,3.577,3.577,1.2745244602768806,-0.001396843361639366,-0.0015046183271708452
2020-11-20,3.587,3.587,1.2773161985501456,0.0027917382732649543,0.002683963307733475
2020-11-23,3.6,3.6,1.2809338454620642,0.0036176469119186816,0.0035098719463872025
2020-11-24,3.609,3.609,1.2834307256606514,0.0024968801985871814,0.002389105233055702
2020-11-25,3.611,3.611,1.2839847422953208,0.0005540166346693631,0.00044624166913788404
2020-11-26,3.608,3.608,1.2831536022003773,-0.00083114009494345,-0.0009389150604749291
2020-11-27,3.609,3.609,1.2834307256606514,0.00027712346027408685,0.00016934849474260777
2020-11-30,3.61,3.61,1.2837077723447896,0.00027704668413819356,0.00016927171860671447
2020-12-01,3.606,3.606,1.2825991247811255,-0.0011086475636641335,-0.0012164225291956127
2020-12-02,3.607,3.607,1.282876401921402,0.00027727714027658834,0.00016950217474510926
2020-12-03,3.599,3.599,1.2806560290968938,-0.0022203728245082655,-0.0023281477900397446
2020-12-04,3.596,3.596,1.279822116609374,-0.00083391248751985,-0.0009416874530513292
2020-12-07,3.603,3.603,1.2817668317659563,0.001944715156582344,0.0018369401910508648
2020-12-09,3.606,3.606,1.2825991247811255,0.0008322930151691832,0.000724518049637704
2020-12-10,3.603,3.603,1.2817668317659563,-0.0008322930151691832,-0.0009400679807006623
2020-12-11,3.602,3.602,1.2814892467537642,-0.0002775850121921053,-0.0003853599777235844
2020-12-14,3.591,3.591,1.2784307152439458,-0.003058531509818385,-0.0031663064753498643
2020-12-15,3.592,3.592,1.2787091504399533,0.0002784351960074538,0.00017066023047597473
2020-12-16,3.59,3.59,1.2781522025001875,-0.000556947939765795,-0.0006647229052972742
2020-12-17,3.587,3.587,1.2773161985501456,-0.0008360039500419081,-0.0009437789155733872
2020-12-18,3.597,3.597,1.2801001647134869,0.0027839661633413115,0.0026761911978098324
2020-12-21,3.608,3.608,1.2831536022003773,0.0030534374868904646,0.0029456625213589854
2020-12-22,3.617,3.617,1.285644952969961,0.0024913507695836223,0.002383575804052143
2020-12-23,3.616,3.616,1.28536844252993,-0.0002765104400308527,-0.00038428540556233176
2020-12-24,3.615,3.615,1.285091855610728,-0.0002765869192020709,-0.00038436188473355
2020-12-28,3.617,3.617,1.285644952969961,0.0005530973592329236,0.0004453223937014445
2020-12-29,3.62,3.62,1.2864740258376797,0.0008290728677187165,0.0007212979021872373
2020-12-30,3.621,3.621,1.2867502307835041,0.0002762049458244764,0.00016842998029299733
2020-12-31,3.624,3.624,1.287578388180733,0.000828157397228857,0.0007203824316973778
2021-01-04,3.628,3.628,1.2886815322528902,0.0011031440721571695,0.0009953691066256903
2021-01-05,3.631,3.631,1.2895080924321987,0.0008265601793084887,0.0007187852137770095
2021-01-06,3.63,3.63,1.2892326482767593,-0.00027544415543934164,-0.0003832191209708207
2021-01-07,3.623,3.623,1.2873024119129401,-0.001930236363819171,-0.00203801132935065
2021-01-08,3.615,3.615,1.285091855610728,-0.002210556302212119,-0.002318331267743598
2021-01-11,3.618,3.618,1.2859213869731034,0.0008295313623754019,0.0007217563968439228
2021-01-12,3.608,3.608,1.2831536022003773,-0.0027677847727261007,-0.00287555973825758
2021-01-13,3.615,3.615,1.285091855610728,0.0019382534103506988,0.0018304784448192196
2021-01-14,3.613,3.613,1.2845384521655032,-0.0005534034452248093,-0.0006611784107562885
