date,rate,source
2015-01-06,1.1936,Historical
2015-01-07,1.182,Historical
2015-01-08,1.1811,Historical
2015-01-09,1.183,Historical
2015-01-12,1.1832,Historical
2015-01-13,1.1779,Historical
2015-01-14,1.1806,Historical
2015-01-15,1.1598,Historical
2015-01-16,1.1517,Historical
2015-01-20,1.1559,Historical
2015-01-21,1.1584,Historical
2015-01-22,1.1414,Historical
2015-01-23,1.1279,Historical
2015-01-26,1.129,Historical
2015-01-27,1.137,Historical
2015-01-28,1.1342,Historical
2015-01-29,1.1308,Historical
2015-01-30,1.129,Historical
2015-02-02,1.1337,Historical
2015-02-03,1.1462,Historical
2015-02-04,1.1418,Historical
2015-02-05,1.1432,Historical
2015-02-06,1.133,Historical
2015-02-09,1.1316,Historical
2015-02-10,1.1316,Historical
2015-02-11,1.13,Historical
2015-02-12,1.141,Historical
2015-02-13,1.1408,Historical
2015-02-17,1.1395,Historical
2015-02-18,1.1342,Historical
2015-02-19,1.1392,Historical
2015-02-20,1.1372,Historical
2015-02-23,1.1346,Historical
2015-02-24,1.1307,Historical
2015-02-25,1.1363,Historical
2015-02-26,1.1212,Historical
2015-02-27,1.1197,Historical
2015-03-02,1.119,Historical
2015-03-03,1.1212,Historical
2015-03-04,1.107,Historical
2015-03-05,1.1006,Historical
2015-03-06,1.0855,Historical
2015-03-09,1.0846,Historical
2015-03-10,1.0707,Historical
2015-03-11,1.0576,Historical
2015-03-12,1.0615,Historical
2015-03-13,1.0524,Historical
2015-03-16,1.0575,Historical
2015-03-17,1.0605,Historical
2015-03-18,1.0643,Historical
2015-03-19,1.0621,Historical
2015-03-20,1.0792,Historical
2015-03-23,1.0928,Historical
2015-03-24,1.0908,Historical
2015-03-25,1.0986,Historical
2015-03-26,1.0919,Historical
2015-03-27,1.0891,Historical
2015-03-30,1.0818,Historical
2015-03-31,1.0741,Historical
2015-04-01,1.0768,Historical
2015-04-02,1.0874,Historical
2015-04-03,1.099,Historical
2015-04-06,1.1008,Historical
2015-04-07,1.085,Historical
2015-04-08,1.0818,Historical
2015-04-09,1.0671,Historical
2015-04-10,1.0598,Historical
2015-04-13,1.0582,Historical
2015-04-14,1.0672,Historical
2015-04-15,1.0596,Historical
2015-04-16,1.0742,Historical
2015-04-17,1.078,Historical
2015-04-20,1.0763,Historical
2015-04-21,1.0758,Historical
2015-04-22,1.0729,Historical
2015-04-23,1.0803,Historical
2015-04-24,1.0876,Historical
2015-04-27,1.0892,Historical
2015-04-28,1.0979,Historical
2015-04-29,1.1174,Historical
2015-04-30,1.1162,Historical
2015-05-01,1.1194,Historical
2015-05-04,1.1145,Historical
2015-05-05,1.1174,Historical
2015-05-06,1.1345,Historical
2015-05-07,1.1283,Historical
2015-05-08,1.1241,Historical
2015-05-11,1.1142,Historical
2015-05-12,1.124,Historical
2015-05-13,1.1372,Historical
2015-05-14,1.1368,Historical
2015-05-15,1.1428,Historical
2015-05-18,1.1354,Historical
2015-05-19,1.1151,Historical
2015-05-20,1.1079,Historical
2015-05-21,1.1126,Historical
2015-05-22,1.1033,Historical
2015-05-26,1.0876,Historical
2015-05-27,1.0888,Historical
2015-05-28,1.0914,Historical
2015-05-29,1.0994,Historical
2015-06-01,1.0913,Historical
2015-06-02,1.113,Historical
2015-06-03,1.1285,Historical
2015-06-04,1.1271,Historical
2015-06-05,1.1108,Historical
2015-06-08,1.1232,Historical
2015-06-09,1.1284,Historical
2015-06-10,1.1307,Historical
2015-06-11,1.1236,Historical
2015-06-12,1.1278,Historical
2015-06-15,1.1266,Historical
2015-06-16,1.1238,Historical
2015-06-17,1.1244,Historical
2015-06-18,1.1404,Historical
2015-06-19,1.1335,Historical
2015-06-22,1.1378,Historical
2015-06-23,1.119,Historical
2015-06-24,1.1178,Historical
2015-06-25,1.1196,Historical
2015-06-26,1.1156,Historical
2015-06-29,1.118,Historical
2015-06-30,1.1154,Historical
2015-07-01,1.1084,Historical
2015-07-02,1.109,Historical
2015-07-06,1.1076,Historical
2015-07-07,1.0952,Historical
2015-07-08,1.1072,Historical
2015-07-09,1.1025,Historical
2015-07-10,1.115,Historical
2015-07-13,1.102,Historical
2015-07-14,1.1015,Historical
2015-07-15,1.0965,Historical
2015-07-16,1.0898,Historical
2015-07-17,1.0848,Historical
2015-07-20,1.085,Historical
2015-07-21,1.0927,Historical
2015-07-22,1.0884,Historical
2015-07-23,1.0976,Historical
2015-07-24,1.0976,Historical
2015-07-27,1.1112,Historical
2015-07-28,1.1055,Historical
2015-07-29,1.1026,Historical
2015-07-30,1.0914,Historical
2015-07-31,1.1028,Historical
2015-08-03,1.0962,Historical
2015-08-04,1.0953,Historical
2015-08-05,1.0868,Historical
2015-08-06,1.0922,Historical
2015-08-07,1.0958,Historical
2015-08-10,1.0994,Historical
2015-08-11,1.1042,Historical
2015-08-12,1.1198,Historical
2015-08-13,1.1144,Historical
2015-08-14,1.111,Historical
2015-08-17,1.1078,Historical
2015-08-18,1.1028,Historical
2015-08-19,1.1061,Historical
2015-08-20,1.12,Historical
2015-08-21,1.1356,Historical
2015-08-24,1.158,Historical
2015-08-25,1.141,Historical
2015-08-26,1.139,Historical
2015-08-27,1.1239,Historical
2015-08-28,1.1172,Historical
2015-08-31,1.1194,Historical
2015-09-01,1.1263,Historical
2015-09-02,1.1242,Historical
2015-09-03,1.1104,Historical
2015-09-04,1.1117,Historical
2015-09-08,1.1182,Historical
2015-09-09,1.1165,Historical
2015-09-10,1.1262,Historical
2015-09-11,1.1338,Historical
2015-09-14,1.1307,Historical
2015-09-15,1.126,Historical
2015-09-16,1.1304,Historical
2015-09-17,1.1312,Historical
2015-09-18,1.1358,Historical
2015-09-21,1.1204,Historical
2015-09-22,1.1133,Historical
2015-09-23,1.116,Historical
2015-09-24,1.1252,Historical
2015-09-25,1.1192,Historical
2015-09-28,1.1236,Historical
2015-09-29,1.1246,Historical
2015-09-30,1.1162,Historical
2015-10-01,1.12,Historical
2015-10-02,1.1276,Historical
2015-10-05,1.12,Historical
2015-10-06,1.1266,Historical
2015-10-07,1.1249,Historical
2015-10-08,1.1282,Historical
2015-10-09,1.1363,Historical
2015-10-13,1.1382,Historical
2015-10-14,1.1437,Historical
2015-10-15,1.1418,Historical
2015-10-16,1.136,Historical
2015-10-19,1.132,Historical
2015-10-20,1.1359,Historical
2015-10-21,1.1345,Historical
2015-10-22,1.114,Historical
2015-10-23,1.1016,Historical
2015-10-26,1.1051,Historical
2015-10-27,1.1052,Historical
2015-10-28,1.1066,Historical
2015-10-29,1.0963,Historical
2015-10-30,1.1042,Historical
2015-11-02,1.1026,Historical
2015-11-03,1.0946,Historical
2015-11-04,1.0861,Historical
2015-11-05,1.0869,Historical
2015-11-06,1.0746,Historical
2015-11-09,1.0767,Historical
2015-11-10,1.0686,Historical
2015-11-12,1.0768,Historical
2015-11-13,1.0722,Historical
2015-11-16,1.0708,Historical
2015-11-17,1.0634,Historical
2015-11-18,1.0638,Historical
2015-11-19,1.0746,Historical
2015-11-20,1.066,Historical
2015-11-23,1.0602,Historical
2015-11-24,1.0652,Historical
2015-11-25,1.0616,Historical
2015-11-27,1.0596,Historical
2015-11-30,1.0562,Historical
2015-12-01,1.062,Historical
2015-12-02,1.0573,Historical
2015-12-03,1.0902,Historical
2015-12-04,1.0884,Historical
2015-12-07,1.084,Historical
2015-12-08,1.0876,Historical
2015-12-09,1.0984,Historical
2015-12-10,1.0948,Historical
2015-12-11,1.1002,Historical
2015-12-14,1.1025,Historical
2015-12-15,1.0911,Historical
2015-12-16,1.0937,Historical
2015-12-17,1.0804,Historical
2015-12-18,1.0847,Historical
2015-12-21,1.092,Historical
2015-12-22,1.0978,Historical
2015-12-23,1.0875,Historical
2015-12-24,1.0955,Historical
2015-12-28,1.0983,Historical
2015-12-29,1.0916,Historical
2015-12-30,1.0912,Historical
2015-12-31,1.0859,Historical
2016-01-04,1.0803,Historical
2016-01-05,1.0743,Historical
2016-01-06,1.0762,Historical
2016-01-07,1.086,Historical
2016-01-08,1.0885,Historical
2016-01-11,1.0878,Historical
2016-01-12,1.0837,Historical
2016-01-13,1.0862,Historical
2016-01-14,1.0862,Historical
2016-01-15,1.0964,Historical
2016-01-19,1.0906,Historical
2016-01-20,1.0908,Historical
2016-01-21,1.0833,Historical
2016-01-22,1.0814,Historical
2016-01-25,1.0832,Historical
2016-01-26,1.0846,Historical
2016-01-27,1.0867,Historical
2016-01-28,1.0952,Historical
2016-01-29,1.0832,Historical
2016-02-01,1.0888,Historical
2016-02-02,1.0908,Historical
2016-02-03,1.1051,Historical
2016-02-04,1.1199,Historical
2016-02-05,1.1131,Historical
2016-02-08,1.117,Historical
2016-02-09,1.13,Historical
2016-02-10,1.1222,Historical
2016-02-11,1.1362,Historical
2016-02-12,1.1235,Historical
2016-02-16,1.114,Historical
2016-02-17,1.114,Historical
2016-02-18,1.1092,Historical
2016-02-19,1.1127,Historical
2016-02-22,1.1018,Historical
2016-02-23,1.1016,Historical
2016-02-24,1.1021,Historical
2016-02-25,1.1026,Historical
2016-02-26,1.0932,Historical
2016-02-29,1.0868,Historical
2016-03-01,1.0847,Historical
2016-03-02,1.0845,Historical
2016-03-03,1.0948,Historical
2016-03-04,1.101,Historical
2016-03-07,1.1004,Historical
2016-03-08,1.1028,Historical
2016-03-09,1.1022,Historical
2016-03-10,1.1162,Historical
2016-03-11,1.118,Historical
2016-03-14,1.1107,Historical
2016-03-15,1.1112,Historical
2016-03-16,1.1075,Historical
2016-03-17,1.1316,Historical
2016-03-18,1.1292,Historical
2016-03-21,1.126,Historical
2016-03-22,1.1228,Historical
2016-03-23,1.1174,Historical
2016-03-24,1.1163,Historical
2016-03-25,1.1164,Historical
2016-03-28,1.121,Historical
2016-03-29,1.1204,Historical
2016-03-30,1.133,Historical
2016-03-31,1.139,Historical
2016-04-01,1.1385,Historical
2016-04-04,1.1386,Historical
2016-04-05,1.1374,Historical
2016-04-06,1.143,Historical
2016-04-07,1.1386,Historical
2016-04-08,1.1406,Historical
2016-04-11,1.1412,Historical
2016-04-12,1.1395,Historical
2016-04-13,1.1281,Historical
2016-04-14,1.1262,Historical
2016-04-15,1.1295,Historical
2016-04-18,1.1322,Historical
2016-04-19,1.1375,Historical
2016-04-20,1.133,Historical
2016-04-21,1.1301,Historical
2016-04-22,1.1239,Historical
2016-04-25,1.1274,Historical
2016-04-26,1.1318,Historical
2016-04-27,1.1322,Historical
2016-04-28,1.1325,Historical
2016-04-29,1.1441,Historical
2016-05-02,1.1516,Historical
2016-05-03,1.1508,Historical
2016-05-04,1.1486,Historical
2016-05-05,1.1404,Historical
2016-05-06,1.1421,Historical
2016-05-09,1.1402,Historical
2016-05-10,1.1386,Historical
2016-05-11,1.1444,Historical
2016-05-12,1.138,Historical
2016-05-13,1.1294,Historical
2016-05-16,1.1328,Historical
2016-05-17,1.1337,Historical
2016-05-18,1.1276,Historical
2016-05-19,1.1214,Historical
2016-05-20,1.1207,Historical
2016-05-23,1.1192,Historical
2016-05-24,1.1145,Historical
2016-05-25,1.1154,Historical
2016-05-26,1.1184,Historical
2016-05-27,1.114,Historical
2016-05-31,1.1135,Historical
2016-06-01,1.1165,Historical
2016-06-02,1.1157,Historical
2016-06-03,1.133,Historical
2016-06-06,1.1354,Historical
2016-06-07,1.135,Historical
2016-06-08,1.14,Historical
2016-06-09,1.1329,Historical
2016-06-10,1.1281,Historical
2016-06-13,1.1282,Historical
2016-06-14,1.1206,Historical
2016-06-15,1.1239,Historical
2016-06-16,1.1158,Historical
2016-06-17,1.1256,Historical
2016-06-20,1.1318,Historical
2016-06-21,1.1262,Historical
2016-06-22,1.1286,Historical
2016-06-23,1.1373,Historical
2016-06-24,1.1126,Historical
2016-06-27,1.1024,Historical
2016-06-28,1.1054,Historical
2016-06-29,1.1117,Historical
2016-06-30,1.1032,Historical
2016-07-01,1.1145,Historical
2016-07-05,1.108,Historical
2016-07-06,1.1077,Historical
2016-07-07,1.1065,Historical
2016-07-08,1.1038,Historical
2016-07-11,1.1045,Historical
2016-07-12,1.1074,Historical
2016-07-13,1.1112,Historical
2016-07-14,1.1109,Historical
2016-07-15,1.1059,Historical
2016-07-18,1.1076,Historical
2016-07-19,1.1014,Historical
2016-07-20,1.1007,Historical
2016-07-21,1.1016,Historical
2016-07-22,1.0968,Historical
2016-07-25,1.098,Historical
2016-07-26,1.0984,Historical
2016-07-27,1.0988,Historical
2016-07-28,1.1094,Historical
2016-07-29,1.1168,Historical
2016-08-01,1.1176,Historical
2016-08-02,1.1225,Historical
2016-08-03,1.117,Historical
2016-08-04,1.1134,Historical
2016-08-05,1.108,Historical
2016-08-08,1.1078,Historical
2016-08-09,1.111,Historical
2016-08-10,1.1171,Historical
2016-08-11,1.1168,Historical
2016-08-12,1.1172,Historical
2016-08-15,1.1199,Historical
2016-08-16,1.1277,Historical
2016-08-17,1.1263,Historical
2016-08-18,1.1334,Historical
2016-08-19,1.1326,Historical
2016-08-22,1.1314,Historical
2016-08-23,1.1308,Historical
2016-08-24,1.1256,Historical
2016-08-25,1.1274,Historical
2016-08-26,1.1237,Historical
2016-08-29,1.1182,Historical
2016-08-30,1.115,Historical
2016-08-31,1.1146,Historical
2016-09-01,1.1194,Historical
2016-09-02,1.1158,Historical
2016-09-06,1.1237,Historical
2016-09-07,1.1238,Historical
2016-09-08,1.1256,Historical
2016-09-09,1.1214,Historical
2016-09-12,1.123,Historical
2016-09-13,1.1242,Historical
2016-09-14,1.1271,Historical
2016-09-15,1.1246,Historical
2016-09-16,1.116,Historical
2016-09-19,1.1179,Historical
2016-09-20,1.1172,Historical
2016-09-21,1.1165,Historical
2016-09-22,1.1229,Historical
2016-09-23,1.1223,Historical
2016-09-26,1.127,Historical
2016-09-27,1.1208,Historical
2016-09-28,1.12,Historical
2016-09-29,1.1244,Historical
2016-09-30,1.1238,Historical
2016-10-03,1.121,Historical
2016-10-04,1.1212,Historical
2016-10-05,1.1196,Historical
2016-10-06,1.1158,Historical
2016-10-07,1.1156,Historical
2016-10-11,1.1062,Historical
2016-10-12,1.1014,Historical
2016-10-13,1.1038,Historical
2016-10-14,1.0985,Historical
2016-10-17,1.1,Historical
2016-10-18,1.0997,Historical
2016-10-19,1.0966,Historical
2016-10-20,1.0934,Historical
2016-10-21,1.0866,Historical
2016-10-24,1.0888,Historical
2016-10-25,1.089,Historical
2016-10-26,1.0916,Historical
2016-10-27,1.0904,Historical
2016-10-28,1.0934,Historical
2016-10-31,1.0962,Historical
2016-11-01,1.1042,Historical
2016-11-02,1.1119,Historical
2016-11-03,1.1094,Historical
2016-11-04,1.1121,Historical
2016-11-07,1.1038,Historical
2016-11-08,1.1034,Historical
2016-11-09,1.0952,Historical
2016-11-10,1.0882,Historical
2016-11-14,1.0723,Historical
2016-11-15,1.0726,Historical
2016-11-16,1.0699,Historical
2016-11-17,1.0656,Historical
2016-11-18,1.06,Historical
2016-11-21,1.0597,Historical
2016-11-22,1.0618,Historical
2016-11-23,1.056,Historical
2016-11-25,1.0595,Historical
2016-11-28,1.0576,Historical
2016-11-29,1.0626,Historical
2016-11-30,1.0578,Historical
2016-12-01,1.0634,Historical
2016-12-02,1.0666,Historical
2016-12-05,1.0723,Historical
2016-12-06,1.0717,Historical
2016-12-07,1.0758,Historical
2016-12-08,1.0625,Historical
2016-12-09,1.0541,Historical
2016-12-12,1.0606,Historical
2016-12-13,1.0635,Historical
2016-12-14,1.0656,Historical
2016-12-15,1.0375,Historical
2016-12-16,1.0456,Historical
2016-12-19,1.0444,Historical
2016-12-20,1.039,Historical
2016-12-21,1.0425,Historical
2016-12-22,1.0452,Historical
2016-12-23,1.0449,Historical
2016-12-27,1.0458,Historical
2016-12-28,1.0389,Historical
2016-12-29,1.0486,Historical
2016-12-30,1.0552,Historical
2017-01-03,1.0416,Historical
2017-01-04,1.0476,Historical
2017-01-05,1.0598,Historical
2017-01-06,1.056,Historical
2017-01-09,1.0576,Historical
2017-01-10,1.0572,Historical
2017-01-11,1.0501,Historical
2017-01-12,1.0666,Historical
2017-01-13,1.0625,Historical
2017-01-17,1.0695,Historical
2017-01-18,1.0682,Historical
2017-01-19,1.063,Historical
2017-01-23,1.074,Historical
2017-01-24,1.0749,Historical
2017-01-25,1.0743,Historical
2017-01-26,1.067,Historical
2017-01-27,1.069,Historical
2017-01-30,1.0681,Historical
2017-01-31,1.0794,Historical
2017-02-01,1.0758,Historical
2017-02-02,1.0802,Historical
2017-02-03,1.0792,Historical
2017-02-06,1.0731,Historical
2017-02-07,1.069,Historical
2017-02-08,1.0708,Historical
2017-02-09,1.0658,Historical
2017-02-10,1.065,Historical
2017-02-13,1.0603,Historical
2017-02-14,1.0577,Historical
2017-02-15,1.0597,Historical
2017-02-16,1.066,Historical
2017-02-17,1.0614,Historical
2017-02-21,1.0551,Historical
2017-02-22,1.0555,Historical
2017-02-23,1.0586,Historical
2017-02-24,1.058,Historical
2017-02-27,1.0624,Historical
2017-02-28,1.0618,Historical
2017-03-01,1.0564,Historical
2017-03-02,1.0514,Historical
2017-03-03,1.0552,Historical
2017-03-06,1.0586,Historical
2017-03-07,1.0582,Historical
2017-03-08,1.0547,Historical
2017-03-09,1.0586,Historical
2017-03-10,1.0667,Historical
2017-03-13,1.067,Historical
2017-03-14,1.0645,Historical
2017-03-15,1.063,Historical
2017-03-16,1.0738,Historical
2017-03-17,1.0742,Historical
2017-03-20,1.0754,Historical
2017-03-21,1.081,Historical
2017-03-22,1.08,Historical
2017-03-23,1.0787,Historical
2017-03-24,1.0806,Historical
2017-03-27,1.0882,Historical
2017-03-28,1.0852,Historical
2017-03-29,1.0756,Historical
2017-03-30,1.0726,Historical
2017-03-31,1.0698,Historical
2017-04-03,1.0655,Historical
2017-04-04,1.0664,Historical
2017-04-05,1.0661,Historical
2017-04-06,1.0651,Historical
2017-04-07,1.0616,Historical
2017-04-10,1.0606,Historical
2017-04-11,1.0614,Historical
2017-04-12,1.0611,Historical
2017-04-13,1.063,Historical
2017-04-14,1.0625,Historical
2017-04-17,1.066,Historical
2017-04-18,1.0706,Historical
2017-04-19,1.0707,Historical
2017-04-20,1.0758,Historical
2017-04-21,1.0694,Historical
2017-04-24,1.0846,Historical
2017-04-25,1.0941,Historical
2017-04-26,1.0872,Historical
2017-04-27,1.0864,Historical
2017-04-28,1.0895,Historical
2017-05-01,1.0912,Historical
2017-05-02,1.091,Historical
2017-05-03,1.092,Historical
2017-05-04,1.0967,Historical
2017-05-05,1.0996,Historical
2017-05-08,1.0928,Historical
2017-05-09,1.0875,Historical
2017-05-10,1.0873,Historical
2017-05-11,1.0869,Historical
2017-05-12,1.0926,Historical
2017-05-15,1.0979,Historical
2017-05-16,1.1072,Historical
2017-05-17,1.1134,Historical
2017-05-18,1.113,Historical
2017-05-19,1.119,Historical
2017-05-22,1.1236,Historical
2017-05-23,1.1198,Historical
2017-05-24,1.1175,Historical
2017-05-25,1.1218,Historical
2017-05-26,1.117,Historical
2017-05-30,1.1183,Historical
2017-05-31,1.1236,Historical
2017-06-01,1.1214,Historical
2017-06-02,1.127,Historical
2017-06-05,1.125,Historical
2017-06-06,1.1266,Historical
2017-06-07,1.1236,Historical
2017-06-08,1.1217,Historical
2017-06-09,1.119,Historical
2017-06-12,1.1204,Historical
2017-06-13,1.1194,Historical
2017-06-14,1.1277,Historical
2017-06-15,1.1152,Historical
2017-06-16,1.1194,Historical
2017-06-19,1.116,Historical
2017-06-20,1.1124,Historical
2017-06-21,1.1143,Historical
2017-06-22,1.1148,Historical
2017-06-23,1.1196,Historical
2017-06-26,1.1196,Historical
2017-06-27,1.13,Historical
2017-06-28,1.1364,Historical
2017-06-29,1.142,Historical
2017-06-30,1.1411,Historical
2017-07-03,1.1367,Historical
2017-07-05,1.1336,Historical
2017-07-06,1.1409,Historical
2017-07-07,1.1396,Historical
2017-07-10,1.1396,Historical
2017-07-11,1.143,Historical
2017-07-12,1.1411,Historical
2017-07-13,1.1385,Historical
2017-07-14,1.1452,Historical
2017-07-17,1.147,Historical
2017-07-18,1.1578,Historical
2017-07-19,1.1518,Historical
2017-07-20,1.1634,Historical
2017-07-21,1.1655,Historical
2017-07-24,1.1642,Historical
2017-07-25,1.1656,Historical
2017-07-26,1.1632,Historical
2017-07-27,1.1656,Historical
2017-07-28,1.1754,Historical
2017-07-31,1.1826,Historical
2017-08-01,1.1799,Historical
2017-08-02,1.1861,Historical
2017-08-03,1.188,Historical
2017-08-04,1.1754,Historical
2017-08-07,1.1788,Historical
2017-08-08,1.1724,Historical
2017-08-09,1.1748,Historical
2017-08-10,1.1751,Historical
2017-08-11,1.1811,Historical
2017-08-14,1.1786,Historical
2017-08-15,1.1736,Historical
2017-08-16,1.1703,Historical
2017-08-17,1.1736,Historical
2017-08-18,1.1748,Historical
2017-08-21,1.1814,Historical
2017-08-22,1.1762,Historical
2017-08-23,1.1802,Historical
2017-08-24,1.1801,Historical
2017-08-25,1.1874,Historical
2017-08-28,1.1973,Historical
2017-08-29,1.2025,Historical
2017-08-30,1.1927,Historical
2017-08-31,1.1894,Historical
2017-09-01,1.1878,Historical
2017-09-05,1.1911,Historical
2017-09-06,1.1943,Historical
2017-09-07,1.2028,Historical
2017-09-08,1.2041,Historical
2017-09-11,1.1964,Historical
2017-09-12,1.1968,Historical
2017-09-13,1.1898,Historical
2017-09-14,1.1886,Historical
2017-09-15,1.1959,Historical
2017-09-18,1.1938,Historical
2017-09-19,1.198,Historical
2017-09-20,1.1998,Historical
2017-09-21,1.1946,Historical
2017-09-22,1.1969,Historical
2017-09-25,1.1852,Historical
2017-09-26,1.1772,Historical
2017-09-27,1.1747,Historical
2017-09-28,1.1776,Historical
2017-09-29,1.1813,Historical
2017-10-02,1.1745,Historical
2017-10-03,1.1759,Historical
2017-10-04,1.176,Historical
2017-10-05,1.1706,Historical
2017-10-06,1.1732,Historical
2017-10-10,1.1804,Historical
2017-10-11,1.1847,Historical
2017-10-12,1.184,Historical
2017-10-13,1.1837,Historical
2017-10-16,1.181,Historical
2017-10-17,1.1754,Historical
2017-10-18,1.1775,Historical
2017-10-19,1.1842,Historical
2017-10-20,1.177,Historical
2017-10-23,1.1762,Historical
2017-10-24,1.1766,Historical
2017-10-25,1.1802,Historical
2017-10-26,1.17,Historical
2017-10-27,1.158,Historical
2017-10-30,1.1626,Historical
2017-10-31,1.1648,Historical
2017-11-01,1.1618,Historical
2017-11-02,1.1672,Historical
2017-11-03,1.1616,Historical
2017-11-06,1.16,Historical
2017-11-07,1.1577,Historical
2017-11-08,1.1591,Historical
2017-11-09,1.1648,Historical
2017-11-13,1.1656,Historical
2017-11-14,1.1764,Historical
2017-11-15,1.1794,Historical
2017-11-16,1.1772,Historical
2017-11-17,1.1799,Historical
2017-11-20,1.1741,Historical
2017-11-21,1.1741,Historical
2017-11-22,1.1789,Historical
2017-11-24,1.1936,Historical
2017-11-27,1.1911,Historical
2017-11-28,1.1878,Historical
2017-11-29,1.1858,Historical
2017-11-30,1.1898,Historical
2017-12-01,1.191,Historical
2017-12-04,1.1848,Historical
2017-12-05,1.182,Historical
2017-12-06,1.1788,Historical
2017-12-07,1.179,Historical
2017-12-08,1.1761,Historical
2017-12-11,1.1802,Historical
2017-12-12,1.1725,Historical
2017-12-13,1.1762,Historical
2017-12-14,1.1778,Historical
2017-12-15,1.1778,Historical
2017-12-18,1.1804,Historical
2017-12-19,1.1822,Historical
2017-12-20,1.1881,Historical
2017-12-21,1.1872,Historical
2017-12-22,1.1839,Historical
2017-12-26,1.1867,Historical
2017-12-27,1.1902,Historical
2017-12-28,1.1952,Historical
2017-12-29,1.2022,Historical
2018-01-02,1.205,Historical
2018-01-03,1.203,Historical
2018-01-04,1.2064,Historical
2018-01-05,1.2039,Historical
2018-01-08,1.1973,Historical
2018-01-09,1.1922,Historical
2018-01-10,1.1958,Historical
2018-01-11,1.2035,Historical
2018-01-12,1.213,Historical
2018-01-16,1.2244,Historical
2018-01-17,1.2229,Historical
2018-01-18,1.2238,Historical
2018-01-19,1.2238,Historical
2018-01-22,1.223,Historical
2018-01-23,1.2277,Historical
2018-01-24,1.239,Historical
2018-01-25,1.2488,Historical
2018-01-26,1.2422,Historical
2018-01-29,1.2352,Historical
2018-01-30,1.239,Historical
2018-01-31,1.2428,Historical
2018-02-01,1.2482,Historical
2018-02-02,1.2446,Historical
2018-02-05,1.2418,Historical
2018-02-06,1.2381,Historical
2018-02-07,1.2281,Historical
2018-02-08,1.2238,Historical
2018-02-09,1.2226,Historical
2018-02-12,1.2267,Historical
2018-02-13,1.2363,Historical
2018-02-14,1.2396,Historical
2018-02-15,1.2482,Historical
2018-02-16,1.2442,Historical
2018-02-20,1.2348,Historical
2018-02-21,1.2314,Historical
2018-02-22,1.2326,Historical
2018-02-23,1.2298,Historical
2018-02-26,1.2296,Historical
2018-02-27,1.2239,Historical
2018-02-28,1.2211,Historical
2018-03-01,1.2216,Historical
2018-03-02,1.2314,Historical
2018-03-05,1.233,Historical
2018-03-06,1.2415,Historical
2018-03-07,1.2397,Historical
2018-03-08,1.2314,Historical
2018-03-09,1.2326,Historical
2018-03-12,1.2318,Historical
2018-03-13,1.2398,Historical
2018-03-14,1.2362,Historical
2018-03-15,1.2321,Historical
2018-03-16,1.228,Historical
2018-03-19,1.2329,Historical
2018-03-20,1.2271,Historical
2018-03-21,1.2268,Historical
2018-03-22,1.231,Historical
2018-03-23,1.236,Historical
2018-03-26,1.244,Historical
2018-03-27,1.241,Historical
2018-03-28,1.2351,Historical
2018-03-29,1.2297,Historical
2018-03-30,1.232,Historical
2018-04-02,1.2288,Historical
2018-04-03,1.2261,Historical
2018-04-04,1.2292,Historical
2018-04-05,1.223,Historical
2018-04-06,1.2274,Historical
2018-04-09,1.232,Historical
2018-04-10,1.2338,Historical
2018-04-11,1.2384,Historical
2018-04-12,1.232,Historical
2018-04-13,1.2322,Historical
2018-04-16,1.2373,Historical
2018-04-17,1.2345,Historical
2018-04-18,1.238,Historical
2018-04-19,1.2336,Historical
2018-04-20,1.2282,Historical
2018-04-23,1.2216,Historical
2018-04-24,1.2226,Historical
2018-04-25,1.2178,Historical
2018-04-26,1.2113,Historical
2018-04-27,1.2108,Historical
2018-04-30,1.2074,Historical
2018-05-01,1.2,Historical
2018-05-02,1.1968,Historical
2018-05-03,1.197,Historical
2018-05-04,1.1946,Historical
2018-05-07,1.1927,Historical
2018-05-08,1.1863,Historical
2018-05-09,1.1852,Historical
2018-05-10,1.1896,Historical
2018-05-11,1.1951,Historical
2018-05-14,1.1976,Historical
2018-05-15,1.1864,Historical
2018-05-16,1.1788,Historical
2018-05-17,1.1798,Historical
2018-05-18,1.1775,Historical
2018-05-21,1.1768,Historical
2018-05-22,1.1783,Historical
2018-05-23,1.1693,Historical
2018-05-24,1.1729,Historical
2018-05-25,1.1666,Historical
2018-05-29,1.1551,Historical
2018-05-30,1.1664,Historical
2018-05-31,1.167,Historical
2018-06-01,1.1679,Historical
2018-06-04,1.1696,Historical
2018-06-05,1.1672,Historical
2018-06-06,1.1778,Historical
2018-06-07,1.1815,Historical
2018-06-08,1.1773,Historical
2018-06-11,1.1802,Historical
2018-06-12,1.1792,Historical
2018-06-13,1.1784,Historical
2018-06-14,1.1634,Historical
2018-06-15,1.1616,Historical
2018-06-18,1.1606,Historical
2018-06-19,1.1577,Historical
2018-06-20,1.1592,Historical
2018-06-21,1.16,Historical
2018-06-22,1.163,Historical
2018-06-25,1.1694,Historical
2018-06-26,1.1675,Historical
2018-06-27,1.1588,Historical
2018-06-28,1.1582,Historical
2018-06-29,1.1677,Historical
2018-07-02,1.1604,Historical
2018-07-03,1.1653,Historical
2018-07-05,1.1697,Historical
2018-07-06,1.1738,Historical
2018-07-09,1.1744,Historical
2018-07-10,1.1728,Historical
2018-07-11,1.1722,Historical
